Installation_Region,Turbine_Model,Gen_Avg_RPM,Gen_Output_Voltage,Gen_Coil_Temp,Grid_Frequency_Hz,Rotor_Blade_Angle_1,Rotor_Blade_Angle_2,Rotor_Wind_Speed,Rotor_Shaft_Vibration,Rotor_Shaft_Vibration_Redundant,Hydraulic_Oil_Pressure,Hydraulic_Oil_Temp,Hydraulic_Tank_Level,Gearbox_Bearing_Temp,Gearbox_Vibration_X,Gearbox_Vibration_Y,Amb_Ext_Temp,Amb_Humidity,Amb_Wind_Turbulence,Tower_Oscillation,Tower_Fatigue_Index,System_Efficiency_Calc,Operational_Status
South_Plains,Turbine_Model_A,1.644769200864031,2.088370283841659,1.836468096492886,-1.8247995891274955,2.3175362440880756,-0.3650710077696844,-4.002771522310781,-3.97096168160564,-3.97096168160564,-0.5385715037411001,0.1397465062587812,2.6628283413244933,-0.4946839606030797,-1.2142082950743676,3.074720732985452,5.074459011667198,0.0438228313770603,-1.0952932798826698,1.0253608677985573,1.4791063241929627,1.1495549695706486,0
South_Plains,Turbine_Model_A,2.277379705574515,2.1843452271944495,3.4575142995734174,2.2932950151323466,1.4726530625557128,-0.4197757140448414,3.4817897774029887,-1.0623841553620692,-1.0623841553620692,-3.711104271101334,-0.6685456232976161,-3.0430465690971733,-2.1359411367782526,-1.965136778022318,6.680883196728427,-3.2257680413948746,1.958338675911679,2.741107272434861,0.2469524763187593,1.3772498300442897,3.271545176108749,0
High_Mountains,Turbine_Model_A,0.3745023268381808,-0.2328318860197067,-2.1345162873700003,3.927460595889712,-0.5888442738071148,-1.092015221292033,1.3139474528569854,2.059370743616652,2.059370743616652,1.1425648680117375,0.0817134049261572,-2.3311596799275147,3.635369875894574,0.0352163095991335,0.8934790060584297,-7.072407889284412,0.5082177740931488,-0.5019697938252048,-1.803736379559994,-0.3753431236055185,1.0844769721097265,1
High_Mountains,Turbine_Model_A,0.5753653979055713,-3.181746464175256,-0.566830077219177,1.787278863775693,-0.7396613269934094,0.0805947027140911,-1.626173425025863,-0.8001112944298032,-0.8001112944298032,-2.795504310718722,-0.9275821645392072,1.4491518258646665,1.444747810419264,-0.8319456076667342,1.966700992679074,4.9825790404396155,-0.1039049664967156,0.0095140063021638,-2.6880231383067943,-1.2192231635812785,0.4226697926983138,0
North_Coast,Turbine_Model_A,-1.7492392946054771,2.4248248105584196,-2.51529000612683,1.8884000707460424,-1.5266155159796542,-0.0816834095059769,-2.055174628741477,-2.160607161494323,-2.160607161494323,-1.003492072918722,1.3550002014475708,2.082538712999499,1.9389869224269929,0.6832971713211122,2.211880018711773,-2.3867210615025685,-0.4419135547962429,-0.7444949616993818,0.7544635193974129,-0.1789135386009803,2.4700448704423836,0
North_Coast,Turbine_Model_C,-5.211614266497728,0.6221741749044527,2.821204298541427,1.701638321036175,2.676066290444317,0.9065623462545512,0.3907520947343328,3.0400755881284267,3.0400755881284267,-0.7488192517450366,0.2448920713536681,-4.021343045755365,3.0211192111989034,1.1104077841808184,4.0398949842790675,-5.987001165455467,-0.4187755301724211,-2.1706096204506355,-0.2586709724266032,-0.8835982508954312,1.3287064482362134,2
South_Plains,Turbine_Model_A,2.887666570641651,-0.2830209818720584,-1.585153697971158,4.041881672515027,-1.3151551190601098,-0.7325799517655704,1.0900985345391925,0.8542332735492265,0.8542332735492265,-0.2815219571922842,-0.8954458532927055,1.1158516428847038,-0.0434896051923056,0.6347714763766347,1.1512145898517554,-1.6542457774800454,0.7854083626768242,1.7935713934127722,-0.129874615556516,-0.3538193246356071,1.606403541465652,1
High_Mountains,Turbine_Model_B,1.0970579597651609,-0.7882452510533657,-3.2820456594785457,1.181560612019691,0.6640412072502343,-0.3148949007333734,1.4659751129556489,0.542245911991571,0.542245911991571,0.3275812397396201,2.2219705226580353,0.2153060738502856,2.737896584902572,0.0499591092448023,-1.864092182827387,-2.605859567877154,-1.3365104541456096,-2.7753733348162,-0.6387915222043344,-2.606590807142808,-2.106392442173813,2
High_Mountains,Turbine_Model_B,-0.0625050404033704,0.2706026464068676,-0.4453246386566203,1.586056213174169,0.7986539268790583,-0.6548924536002692,0.8431227831085768,-0.216463527109026,-0.216463527109026,-0.0019778038433711,0.1768747644095105,2.9342650581303378,-1.0974085910052438,1.1787463393697468,0.7189747627952635,-0.6277789061807169,-1.308262919807382,0.2641329260638174,-0.085009873209369,-0.1051799164271456,-0.4634702274054478,1
South_Plains,Turbine_Model_C,3.107480685148746,-1.310604925869545,3.5615577080551164,1.55940623612182,0.5848607521917948,0.0205096271625283,-0.3590882837867253,2.874311405989392,2.874311405989392,0.9570183372517068,1.3874546129771683,-3.0363566567154576,-0.3260840115451844,1.1595706508568606,2.1861936886391895,1.117650212383844,-0.5109001425613654,2.6010588934600656,0.6819614253277274,0.0680187027560444,1.830036557021655,0
Interior_Valley,Turbine_Model_C,-0.5997467497940692,2.354847836783133,-2.085540279427544,-1.0917037332776005,2.053131710833426,-1.0750666320964286,-0.5963124623781868,-0.0134055028185504,-0.0134055028185504,0.2322514007362945,-0.3592457636017985,-3.366364440898849,3.62418966927686,0.4759662976495766,2.974193529545489,-4.176672942300598,-0.0512444044794149,3.0357526422207917,0.0576423536594727,-0.6719654947735212,-1.8832205124126635,2
South_Plains,Turbine_Model_B,2.093080917750565,-0.4713273768855663,4.624669006634844,-1.8744804502437555,-1.7438904480228326,1.1207555859304676,1.0029522178213146,-0.5067771676315078,-0.5067771676315078,-2.427639168480676,0.3191622772809281,3.005658413309659,-7.724149449527448,-0.039379186153531,-1.6091981067072725,7.3265078227732765,-0.5553432281395603,0.8766233805124123,-0.1715468926676612,-0.8181545053195554,-4.565690732979627,1
Interior_Valley,Turbine_Model_D,-1.0045552219510456,-1.068038018439608,-1.0645598459748793,-0.8742405797553998,-0.7087090538685011,0.0566848768373394,-0.7241422934080527,-0.0232182926678164,-0.0232182926678164,-1.5563876121700646,0.2465930419085753,0.8298175810228772,1.0355985718847427,-1.0120868535854055,-1.6319784487454638,2.924109985920277,1.4351554515520877,-4.053320306594468,-0.1628886973234581,-0.3672978112559133,0.6981321283610161,0
North_Coast,Turbine_Model_D,-2.7772067366067814,3.4630496292981325,-3.563538764078734,-1.9603840239670092,2.17304734140494,-0.6489396499292726,-1.5509060147314306,-2.4692671319813893,-2.4692671319813893,-0.3108822980307421,0.1842504106508082,-1.12338806533594,3.986260061489941,-1.0685715043787731,3.1828856488123782,-3.841486784840233,1.5712282359673495,2.013149047180994,-0.3105228837644568,0.9448952610700464,-2.88869053273032,2
High_Mountains,Turbine_Model_C,0.6909980392333374,-0.5953250800222211,-2.472025219836002,2.6042885125455735,-1.303041709637088,0.4205793290992818,-2.718115623162507,-0.2568800220338878,-0.2568800220338878,-0.7512733207371497,0.3740875118739152,1.5824338170368468,3.0225894806330738,-0.5260595482703296,1.98041399405758,0.5796282226218054,1.2146105229908049,-0.4345332312698104,1.32090976486111,0.0018497635750342,2.3937686455342764,0
High_Mountains,Turbine_Model_D,0.187962007661765,-1.4274256676384145,-0.5378540062062422,0.0816131074006172,2.5531081418537065,0.8838973952868384,4.3590050267636515,2.293093445325756,2.293093445325756,-0.5341541660947855,0.9108686908492828,-2.3049134577077375,0.4999336185301508,0.2261939069382549,-0.7105875787746025,-2.0988765909397737,0.1553765478960724,0.7436990895921017,1.025506547438985,0.600708389259463,-0.3483329044572589,1
Interior_Valley,Turbine_Model_C,-0.7571387355495991,-0.6271970445780695,-0.5610424854242005,0.7454865079886462,-2.504146659451649,-0.9796695629085064,-1.8526049442772832,-1.609110146723363,-1.609110146723363,-2.7593852350692063,0.8460858124439912,1.0012735498557903,-0.0054170585257305,0.4720824235042203,1.732480424587448,1.892887206635897,0.9991941842212289,1.0898754508309574,1.891807336017116,-0.394448830799598,0.3029330744830673,0
Interior_Valley,Turbine_Model_C,-1.1380555616241552,2.0247019525412036,-3.9624904018170457,1.8020011748028288,-3.1114609904606745,-1.936196408843877,-1.5680792284113414,-0.1448690674455371,-0.1448690674455371,-1.0981671872894698,1.04785122320556,3.129669396797728,0.8872008538211773,0.0074040164499535,-1.4358321394194402,-1.94236478808405,-1.0517313387626404,-0.3297377029190321,-1.306361617330688,0.2295111477134975,0.0833101446834385,0
Interior_Valley,Turbine_Model_B,-1.0556247824839535,0.0774665748454893,1.2824291466341442,-2.0250716305060523,-1.7394067059288296,0.0673915382950859,1.0547829002611355,-4.072483504372904,-4.072483504372904,-4.0032639755924535,-0.1204314688739282,-1.8820189490647945,-1.889247787683155,0.7906723584452566,2.3459437781894983,1.435177103258465,0.1551125463487484,1.1522544140623958,0.8807965976515073,-0.2788092489631658,-1.250785813456534,0
South_Plains,Turbine_Model_A,1.3123303236504846,0.8857043333110939,0.6317741328121644,0.5489268387728251,2.896402481985453,-0.8897537709669597,0.4458517322303643,-0.4197981092267699,-0.4197981092267699,-0.5424028483367039,1.1664828738405026,-1.360491248822473,1.652675200472174,-0.6227675831788737,3.5242819657146804,-0.8210086273256412,-0.5243370035907395,1.0166714701436033,1.2085731975761258,-0.2661019579135535,0.0092481288108578,0
North_Coast,Turbine_Model_D,-3.58991250909579,0.99851938575676,0.8832183971407718,2.9839492590752767,3.878865414517656,-1.4114535737686915,-0.1302182628731646,-0.2776477677167255,-0.2776477677167255,-1.6689869445083745,-0.6422293931501908,-1.9655409370415835,3.879049911942816,0.0433077645201127,7.951469414653781,-4.646319514231198,0.6470105831481507,0.7697704162708597,1.5032551019657747,-0.4335038362288848,-0.668642474963605,2
North_Coast,Turbine_Model_D,-2.3173596502125893,1.4617894370459494,-2.883141708210915,0.5826154398623651,0.592888155247973,-0.364570288948447,2.276055655623308,-0.3000506882182032,-0.3000506882182032,-3.403854811141384,0.1965005489918365,2.8493046458032056,-0.6193355104743705,0.7862076558171323,-0.5319275729041997,-1.5923348834263105,-0.5680274856957925,0.1245898590997925,-0.0961348669621549,1.351999960346029,-1.4486653210261142,2
South_Plains,Turbine_Model_A,2.3706802977423904,0.6633340761790555,-2.2446784253287655,1.6299018632631197,-1.1299438970818363,-0.8676511820606005,3.085208013978002,2.412101787043559,2.412101787043559,1.346689043313,-1.3619240738784797,0.0752016186448492,-1.1183964737982617,0.0270291102369879,-3.3877981442318363,-4.016324620283245,1.1704528691852496,1.0800581655171937,0.5256597663947831,-0.0078000572475377,1.947267637414027,1
South_Plains,Turbine_Model_B,1.421284533762759,-1.2089815884013209,3.51645082990283,-3.526075303008459,-2.1538009698575276,0.926328622680404,1.5343843721233572,-3.53956992463353,-3.53956992463353,-4.725362312607346,-0.2731945510938936,-2.5919595497372465,-4.220617358243545,-0.1093993435028953,-0.2807880249905971,4.760960263917287,-0.4842922086261215,-0.1514668015058919,1.033547128132191,-1.109171689676535,-2.982404619947863,0
High_Mountains,Turbine_Model_B,-0.1557667693035068,1.3500396121956435,0.0434543875827712,-0.8320930215017414,0.00592655516844,-1.2486982511553997,-1.658195107671792,-1.8528967317233027,-1.8528967317233027,-1.0832197936888328,0.7413907755188477,-1.392952521999988,1.2142421862423671,1.4501711989215564,2.308422712693527,-0.431605786890451,-1.9013166774466597,0.1259040815218379,-0.948053244054621,0.3832630826645798,-0.0255912195872406,2
North_Coast,Turbine_Model_C,-2.9926479837719824,1.1506270710318605,-1.4934223284751875,-0.5701698508203523,-0.7291813255031665,0.8261062850084059,-1.194598244831959,-0.2122801342174024,-0.2122801342174024,-0.5115894597780218,0.1210543500146209,0.1457570720249302,1.1961115318657178,0.6326424895785532,-0.1131278221461432,-1.2363909568335871,-0.0495567440529414,0.5375000425174992,-0.3569735967440546,-0.8453183918112589,1.0583011312748591,0
High_Mountains,Turbine_Model_A,0.3643297834977975,0.1282873528141838,0.591654664108721,0.2521738319089339,-0.1753352999455907,-0.3543014954508864,-1.4854236248269783,0.5939836944964283,0.5939836944964283,-2.645866996428394,-0.9295488526287992,-0.4943150738849486,-0.4542076349087297,0.6435533552362535,3.3263400545540915,2.0212467882792127,1.329261636452861,4.1313850393457825,-0.3154917916967347,1.6248676685909542,0.061187732685415,1
South_Plains,Turbine_Model_A,2.546637476915244,0.3902403390145356,-1.011959675775532,1.8333265991066825,2.6251472328914662,-1.080656511946311,1.2185017227604942,-0.4570241992851205,-0.4570241992851205,-0.2486850395750238,1.7050218708884526,-0.7963989920022418,2.1704141053294186,0.9244152027828588,2.8039413251352827,-1.830508621599508,-0.9888935015279025,0.6272623084396509,0.5691631960128729,1.4198757322770847,-0.5116298649578714,2
North_Coast,Turbine_Model_A,-3.244199642439817,3.5174204538603906,1.3364498441259014,2.5040227786833693,0.9379898603555028,-0.3032756334191283,-2.0634899841386525,-0.0970840197653984,-0.0970840197653984,-2.5955290665104904,1.8852836811487623,-1.150702283550389,2.143021777514321,-1.2748682157481626,7.40269652889735,-4.391516219357021,-1.201886749567772,1.1106484027330292,0.429631810603631,-0.0926841296338988,1.1146726749678906,1
North_Coast,Turbine_Model_B,-1.968191882165535,1.6016373635391572,-2.159322724773755,3.98889747704962,-1.322682609804373,-0.4507177243334699,3.2293019220172954,2.144357284445074,2.144357284445074,-1.1989336759114406,2.278593473896297,0.2497877991602735,0.4219196281963684,1.2548002112827124,0.6275763002191921,-7.624733566564023,-0.7473055816933367,0.8704443480395192,0.9371465868669244,-0.4211843942638356,2.0812442857828777,0
Interior_Valley,Turbine_Model_B,-1.382441735269851,1.5421389810924897,-0.5663261856918085,-0.249986897853246,-0.0674859969929839,-0.3530936707884293,-0.4306131529575196,3.341861276549462,3.341861276549462,-2.924637577978194,-0.4634296876702138,-2.0264678287372035,0.8116278955483774,0.6396854797745872,0.2642998196617769,-1.4573199333818927,1.2274139258462156,1.1457471211027614,0.28573203679251,0.5958739019778916,0.0560969594315323,1
Interior_Valley,Turbine_Model_B,-1.401584614819798,2.262884934409157,0.524716824047224,1.3577057690101493,1.064236577540664,-0.3005470391837022,-0.4619561250871461,2.040637437961651,2.040637437961651,0.0432270059844823,0.7512032565042926,-0.7802827324794709,0.7986837259893212,-0.2432050002335204,2.073534894007566,-3.240477146539193,-0.1587994052754809,1.1107744589902249,-1.2000288545047302,2.551359301029032,0.5720708366886731,2
North_Coast,Turbine_Model_B,-3.2600512873436447,4.445673539889034,-2.923242652920769,1.035609631688608,-1.2216327913552365,-0.9344903536350296,-0.1629131350538873,1.5212521199996074,1.5212521199996074,-2.074683144830389,1.3007200024117362,-2.149505406890375,2.6381187784597246,1.5411919700768806,1.108284398148603,-7.706851671872288,-0.4889115183545237,0.075206347604852,-0.3721842254487085,0.5555981852454236,2.9805579975010894,1
North_Coast,Turbine_Model_A,-2.8624866871808847,1.9722817195639315,0.8189441230742736,1.3587278506585998,2.239736803313051,-0.3203815153369397,-2.419210593456273,0.9639355842106438,0.9639355842106438,-2.903712488199038,1.0758061666494667,-0.2627785699244116,2.0850381211232834,-1.703738161057264,7.1589029527783135,-0.7672559877722542,0.5846805964256683,4.730746445910345,0.8429699782328164,-0.5576596604459567,0.5519685384598585,1
North_Coast,Turbine_Model_C,-2.256195374235027,1.4403016304365566,1.478203442446139,3.620163692464354,0.9020442812797896,-0.253556706592462,0.3582035534130624,2.9678068574969236,2.9678068574969236,-1.345944638040449,-0.4374321489572572,-1.7555128094820125,0.8698330891882917,0.5774189024319545,4.128311315299228,-5.571172438166798,-0.1952678259103546,0.9222835878727124,2.752653810224398,-0.1062047860084643,1.184811359478978,0
South_Plains,Turbine_Model_B,3.902227525956172,-2.7525845806421625,-2.070518963607803,1.9658038004909393,-2.105613860527547,1.1648743860521211,3.3971833936577323,-3.84258777112501,-3.84258777112501,-1.078556524826449,2.2405807432720555,-0.0933813009519876,-1.014432759949335,-0.5848478005670481,0.6943371131827397,0.2075602652209426,-0.661673680211105,2.6783274926241183,0.8821352904687246,0.5657214374814908,1.7504731577485857,0
South_Plains,Turbine_Model_B,2.381174425956861,-4.099297334818446,0.8514472269495934,-0.4968290271698405,-2.7941288155606143,0.0139483589666097,2.616660806991836,2.78955500122955,2.78955500122955,3.896097807794512,1.577161306166365,-0.4111026324641494,-3.5770810139864944,-0.4563607152782827,-6.921551981747264,1.9188808709252276,-0.5719521989058183,1.4742739548251982,-1.9598621120521007,0.4716364439930871,-0.19940516758335,1
South_Plains,Turbine_Model_C,1.7189663809740665,0.3612027272792727,3.7851982702581344,-0.121139932262856,2.2391717554511903,-0.0708141699847531,-1.5237144130006908,2.392200860725336,2.392200860725336,1.1828674710839058,0.4060490944244511,-2.45946172481045,-0.2051276058126876,0.1195767195081162,3.212836391742866,1.3409865066698543,0.0022419780734609,2.7782296680210554,-1.3190513971863722,-0.1673933473140102,2.9510150480568207,0
Interior_Valley,Turbine_Model_C,-0.771575881418258,-1.6264714335885442,0.4009992132894164,1.64277159490975,0.0260607036237888,-0.929021389971462,-3.9901990911774874,-1.2856111485904256,-1.2856111485904256,-1.748336800016692,1.0877957381487366,1.0761344723626989,2.569622504648242,-0.4664925317370987,4.3857781205032165,3.5191341252506025,0.380346214749689,-0.6342201411817907,0.7691503581499588,-0.8258373798321182,-0.1605494965636814,0
North_Coast,Turbine_Model_C,-1.7037159268629691,-0.50135781871172,3.050771955634893,-0.701576492104188,-0.8844118321362641,1.6590980201127743,-1.148077847847091,2.8111016214719013,2.8111016214719013,-3.92775021402542,0.0533473488414946,-2.629925100884642,-0.8135710575944253,-0.7833464775881808,0.5745387733536902,2.904224498487021,-1.0983866504464408,0.1116934428316983,0.4694137769131986,0.5656897758260291,-2.473186585516148,0
High_Mountains,Turbine_Model_C,-0.0096655872620089,-1.6054681417733336,-0.3338244517736062,2.1034002485544607,0.802749697125322,-1.851498618808584,-1.4079065812832932,-1.9582830578447,-1.9582830578447,-1.5549176356417589,1.092350575901999,-2.785625990854304,4.2197613611845455,1.151797140101503,5.749716197204071,-0.8313877615329103,-1.4710048701854337,1.2749877295097378,-0.1178094583478927,1.0229148425441388,-0.2542183168064789,0
Interior_Valley,Turbine_Model_C,-1.073135355597044,1.2558470058146949,1.447198881858398,-0.2303561747774403,0.251632617055148,0.5948340808770829,0.1839338974913064,2.0420445692529667,2.0420445692529667,-0.8538718080068208,0.3795110719149908,-0.5353231465659645,-0.8502542715299212,2.6662576276766505,0.0540703233779155,-1.0039371942309168,-0.9996165617999756,0.1076551834003959,-1.4240742874525203,-0.8364672394065581,0.5417552923115785,2
South_Plains,Turbine_Model_B,1.5560956115772815,0.4500137135705847,1.1356970882104327,-0.6985213456223267,1.0641897700447176,-0.0667855124779818,-2.485929997502002,1.5559499369776852,1.5559499369776852,-1.1527103026871146,1.4865527661912792,-0.6216312879710093,0.3429366632238315,0.0503590786832317,1.9467151281234856,3.8045334899525063,0.1846110802207183,2.5114382694020647,-0.2905422055900146,1.9623603218954544,1.134268962955845,2
Interior_Valley,Turbine_Model_B,-0.7795190922823323,2.4778513479541147,1.4666866560719671,1.5055783218391774,-0.197621047363843,-0.029474682986805,1.6120558640440543,1.5239905872741648,1.5239905872741648,-3.1035169121415844,0.5624307948870475,-0.3035931288654801,-1.4963353142119755,-0.7312829932847922,1.207792876436581,-2.545382159204374,1.2252472603094966,-1.1448318154068078,0.1738241409319306,-1.1083102141968688,-0.0832975766676069,0
North_Coast,Turbine_Model_B,-1.925212941926701,-1.2992708288945551,-0.1983205777191963,0.5207763479301426,1.350421375599583,-0.0818373685495571,2.122100191313963,1.1872045119903771,1.1872045119903771,1.082848158878673,-2.0333581887533065,-3.891747885480685,2.8227049796080035,1.1269447447986003,0.2695655347877094,-5.336328425907258,-0.3480357835422133,0.2391927281972448,-0.1851220138303318,0.1293398156974278,-0.188295454261023,1
South_Plains,Turbine_Model_B,3.893364820489672,-4.681677305412922,2.7949734771173196,-1.9939883195125896,-2.6227714439658616,0.085486473771109,2.4188076038417337,2.0957483028190573,2.0957483028190573,3.2327771373076875,-0.0125958944578573,-0.3981029105466134,-5.595766312558868,0.7088577289724776,-6.678934161287932,5.070780998213238,-0.4561119643575881,2.5519968066509313,-1.1065617658644724,1.383727117963429,-1.2957258218676169,1
Interior_Valley,Turbine_Model_A,-1.4407141370227394,3.1651565781295172,-3.097462800755774,-1.0818549945206,1.3114348236690134,-0.9307227756932482,0.4795345352800793,-0.7862368087130279,-0.7862368087130279,0.9115751348749808,0.9809773549412646,0.5813770588465694,1.5392809706602768,-1.0521044863716489,-1.1216582238132555,-3.4163346056494044,1.7815128201375858,-0.7140994670041478,-0.9823516186717844,-0.5371357569861077,-2.896197875330124,0
High_Mountains,Turbine_Model_A,0.4478787355692878,0.4690252179370494,2.1417359388926007,-0.0332634414182458,0.773352572537837,-0.2455305470276519,-0.6226191842352407,2.6575132246239583,2.6575132246239583,0.678651179479413,-0.3382065595909601,-1.66933575303807,-0.6241360823208771,0.8854839195412653,0.9824194930050368,0.5593300069916087,-1.3742171863198638,1.4755952437676612,-0.6017688996266157,0.3493912071263627,1.4975516870697778,0
South_Plains,Turbine_Model_C,3.8170775507867134,-4.217083431310502,1.5338363677613265,-2.156823814066218,-1.232743655128056,0.6207715313850353,-0.7615112982639121,1.3753241585393985,1.3753241585393985,1.6996253707806994,0.3004708025014055,-3.7993426862658057,-0.5320821094593048,-0.7161455595139317,-1.4609901849762044,4.508056203760348,-0.0886418448865132,3.965980365620799,0.7018735184340004,0.4498532256615588,-1.5823601038523794,0
Interior_Valley,Turbine_Model_A,-0.5837386462066353,2.6709067325638123,3.206810840975111,-0.1049293132769606,-0.474739015134772,-0.737023601022038,-0.2919985428952877,-0.9013797747500704,-0.9013797747500704,-0.8812314732242635,-0.1226781408053283,-0.2992759603109993,-3.4499214027756517,-0.3755232366369143,3.376135493733764,-1.5665379167433144,-0.28736678795318,3.938799432268301,-0.7659948113469949,-1.80176082479072,-1.4232884518489708,1
North_Coast,Turbine_Model_B,-1.832548528459041,1.2352912618846998,-0.348338245734814,-1.8844726722028544,0.7438877252406196,-0.1066766385186174,-0.7365092995167469,-1.7963461943114545,-1.7963461943114545,-0.982485543866186,-1.4629951736467626,0.0431041096594804,0.01946208790666,-0.6397405019810757,1.329838891247457,0.9842455913633864,-0.8268982215322697,2.074750029453557,0.8622115364833111,1.0009668627070782,-0.203761130541634,2
High_Mountains,Turbine_Model_C,0.4768523386915246,0.7885752117927345,-0.9416787733168874,-0.5565419959964139,0.0481367829780776,0.7250401661564106,-3.143175664298483,-0.7160860504623712,-0.7160860504623712,0.5304515512673528,1.0807380081813054,-4.176050043023783,4.847404074926464,-0.9052186235964242,2.4473863225503623,-1.6211097047443674,-1.9147215856797248,-0.7499942799746852,-0.2895365716187257,0.3059953676220023,-0.1192796154974084,2
